25-Sep-2026 05:02:16 | INFO    | KLayout version detected: 0.30.0
25-Sep-2026 05:02:16 | INFO    | Using DRC JSON file: /pdk/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
25-Sep-2026 05:02:16 | INFO    | Running IHP-SG13G2 main checks on design /work/gain-mixed-t0w30-nomark.gds, topcell: ARRAY_MIXED
2026-09-25 05:02:17 +0000: Memory Usage (415088K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/gain-mixed-t0w30-nomark.gds
2026-09-25 05:02:17 +0000: Memory Usage (415088K) : Ruby Version for klayout: 3.3.8
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : Loading database to memory is complete.
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : IHP-SG13G2 KLayout DRC runset output at: /work/gain-mixed-t0w30-nomark-main/gain-mixed-t0w30-nomark_ARRAY_MIXED_main.lyrdb
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : Evaluate switches.
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : tables selected: main
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : KLayout will use 32 thread(s) in tiling mode.
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : flat mode is enabled.
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : FEOL enabled: true
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : BEOL enabled: true
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : OFFGRID enabled: true
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : PIN enabled: true
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : FORBIDDEN enabled: true
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : RECOMMENDED enabled: true
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : PreCheck DRC enabled: false
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : CONNECTIVITY_RULES enabled: true.
2026-09-25 05:02:17 +0000: Memory Usage (416188K) : Read in polygons from layers.
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : activ_drw has 37 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : activ_pin has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : activ_mask has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : activ_filler has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : activ_nofill has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : activ_opc has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : activ_iopc has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : activ_noqrc has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : biwind_drw has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : biwind_opc has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : pemwind_drw has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : gatpoly_drw has 80 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : gatpoly_pin has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : gatpoly_filler has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : gatpoly_nofill has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : gatpoly_opc has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : gatpoly_iopc has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : gatpoly_noqrc has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : cont_drw has 208 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : cont_opc has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417468K) : nsd_drw has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417724K) : nsd_block has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417724K) : metal1_drw has 144 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417724K) : metal1_pin has 0 polygons
2026-09-25 05:02:17 +0000: Memory Usage (417724K) : metal1_mask has 0 polygons
