25-Sep-2026 04:37:06 | INFO    | KLayout version detected: 0.30.0
25-Sep-2026 04:37:06 | INFO    | Using DRC JSON file: /pdk/libs.tech/klayout/tech/drc/tech_mod_relaxed.json
25-Sep-2026 04:37:06 | INFO    | Running IHP-SG13G2 main checks on design /work/gain-3t-thin-l13n-t1-relaxeddeck.gds, topcell: ARRAY_3T_thin_L13n
2026-09-25 04:37:07 +0000: Memory Usage (417040K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/gain-3t-thin-l13n-t1-relaxeddeck.gds
2026-09-25 04:37:07 +0000: Memory Usage (417040K) : Ruby Version for klayout: 3.3.8
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : Loading database to memory is complete.
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : IHP-SG13G2 KLayout DRC runset output at: /work/gain-3t-thin-l13n-t1-relaxeddeck-main/gain-3t-thin-l13n-t1-relaxeddeck_ARRAY_3T_thin_L13n_main.lyrdb
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : Evaluate switches.
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : tables selected: main
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : KLayout will use 32 thread(s) in tiling mode.
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : flat mode is enabled.
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : FEOL enabled: true
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : BEOL enabled: true
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : OFFGRID enabled: true
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : PIN enabled: true
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : FORBIDDEN enabled: true
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : RECOMMENDED enabled: true
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : PreCheck DRC enabled: false
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : CONNECTIVITY_RULES enabled: true.
2026-09-25 04:37:07 +0000: Memory Usage (418156K) : Read in polygons from layers.
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : activ_drw has 19 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : activ_pin has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : activ_mask has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : activ_filler has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : activ_nofill has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : activ_opc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : activ_iopc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : activ_noqrc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : biwind_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : biwind_opc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : pemwind_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : gatpoly_drw has 40 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : gatpoly_pin has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : gatpoly_filler has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : gatpoly_nofill has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : gatpoly_opc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419436K) : gatpoly_iopc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419692K) : gatpoly_noqrc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419692K) : cont_drw has 108 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419692K) : cont_opc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419692K) : nsd_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419692K) : nsd_block has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419948K) : metal1_drw has 76 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419948K) : metal1_pin has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419948K) : metal1_mask has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (419948K) : metal1_filler has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420204K) : metal1_nofill has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420204K) : metal1_slit has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420204K) : metal1_text has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420460K) : metal1_opc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420460K) : metal1_noqrc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420460K) : metal1_res has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420716K) : metal1_iprobe has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420716K) : metal1_diffprb has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420716K) : passiv_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420972K) : passiv_pin has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420972K) : passiv_sbump has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420972K) : passiv_pillar has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420972K) : passiv_pdl has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420972K) : metal2_drw has 17 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420972K) : metal2_pin has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420972K) : metal2_mask has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (420972K) : metal2_filler has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (421228K) : metal2_nofill has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (421228K) : metal2_slit has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (421228K) : metal2_text has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (421484K) : metal2_opc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (421484K) : metal2_noqrc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (421484K) : metal2_res has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (421740K) : metal2_iprobe has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (421740K) : metal2_diffprb has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (421996K) : baspoly_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (421996K) : baspoly_pin has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (421996K) : psd_drw has 4 polygons
2026-09-25 04:37:07 +0000: Memory Usage (422252K) : nldb_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (422252K) : digibnd_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (422508K) : via1_drw has 44 polygons
2026-09-25 04:37:07 +0000: Memory Usage (422508K) : backmetal1_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (422508K) : backmetal1_pin has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (422764K) : backmetal1_mask has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (422764K) : backmetal1_filler has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (422764K) : backmetal1_nofill has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (423020K) : backmetal1_slit has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (423020K) : backmetal1_text has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (423020K) : backmetal1_opc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (423276K) : backmetal1_noqrc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (423276K) : backmetal1_res has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (423276K) : backmetal1_iprobe has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (423532K) : backmetal1_diffprb has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (423532K) : backpassiv_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (423532K) : res_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (423788K) : sram_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (423788K) : trans_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (424044K) : ind_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (424044K) : ind_pin has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (424044K) : ind_text has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (424300K) : salblock_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (424300K) : via2_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (424300K) : metal3_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (424556K) : metal3_pin has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (424556K) : metal3_mask has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (424812K) : metal3_filler has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (424812K) : metal3_nofill has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (424812K) : metal3_slit has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (424812K) : metal3_text has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (425068K) : metal3_opc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (425068K) : metal3_noqrc has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (425324K) : metal3_res has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (425324K) : metal3_iprobe has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (425324K) : metal3_diffprb has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (425580K) : nwell_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (425580K) : nwell_pin has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (425580K) : nbulay_drw has 0 polygons
2026-09-25 04:37:07 +0000: Memory Usage (425580K) : nbulay_pin has 0 polygons
